   0.0000000e+00   1.0000000e+00   1.0000000e+00
   2.7556126e-15   1.0000000e+00   1.0000000e+00
   2.8244630e-12   1.0000000e+00   1.0000000e+00
   1.6313414e-10   1.0000000e+00   1.0000000e+00
   2.9034031e-09   1.0000000e+00   1.0000000e+00
   2.7118240e-08   1.0000000e+00   1.0000000e+00
   1.6850282e-07   1.0000000e+00   1.0000000e+00
   7.9047431e-07   1.0000000e+00   1.0000000e+00
   3.0192546e-06   1.0000000e+00   1.0000000e+00
   9.8582020e-06   1.0000000e+00   1.0000000e+00
   2.8446319e-05   1.0000000e+00   1.0000000e+00
   7.4282684e-05   1.0000000e+00   1.0000000e+00
   1.7864450e-04   1.0000000e+00   1.0000000e+00
   4.0096789e-04   1.0000000e+00   1.0000000e+00
   8.4866896e-04   1.0000000e+00   1.0000000e+00
   1.7077959e-03   1.0000000e+00   1.0000000e+00
   3.2890618e-03   1.0000000e+00   1.0000000e+00
   6.0952536e-03   1.0000000e+00   1.0000000e+00
   1.0917730e-02   1.0000000e+00   1.0000000e+00
   1.8971470e-02   1.0000000e+00   1.0000000e+00
   3.2078790e-02   1.0000000e+00   1.0000000e+00
   5.2907091e-02   1.0000000e+00   1.0000000e+00
   8.5241605e-02   1.0000000e+00   1.0000000e+00
   1.3418743e-01   1.0000000e+00   1.0000000e+00
   2.0594197e-01   1.0000000e+00   1.0000000e+00
   3.0621189e-01   1.0000000e+00   1.0000000e+00
   4.3577246e-01   1.0000000e+00   1.0000000e+00
   5.8351932e-01   1.0000000e+00   1.0000000e+00
   7.2497062e-01   1.0000000e+00   1.0000000e+00
   8.3596727e-01   1.0000000e+00   1.0000000e+00
   9.0894114e-01   1.0000000e+00   1.0000000e+00
   9.5135205e-01   1.0000000e+00   1.0000000e+00
   9.7436466e-01   1.0000000e+00   1.0000000e+00
   9.8648258e-01   1.0000000e+00   1.0000000e+00
   9.9281534e-01   1.0000000e+00   1.0000000e+00
   9.9613798e-01   1.0000000e+00   1.0000000e+00
   9.9789787e-01   1.0000000e+00   1.0000000e+00
   9.9884111e-01   1.0000000e+00   1.0000000e+00
   9.9935308e-01   1.0000000e+00   1.0000000e+00
   9.9963450e-01   1.0000000e+00   1.0000000e+00
   9.9979111e-01   1.0000000e+00   1.0000000e+00
   9.9987931e-01   1.0000000e+00   1.0000000e+00
   9.9992955e-01   1.0000000e+00   1.0000000e+00
   9.9995847e-01   1.0000000e+00   1.0000000e+00
   9.9997529e-01   1.0000000e+00   1.0000000e+00
   9.9998517e-01   1.0000000e+00   1.0000000e+00
   9.9999102e-01   1.0000000e+00   1.0000000e+00
   9.9999452e-01   1.0000000e+00   1.0000000e+00
   9.9999663e-01   1.0000000e+00   1.0000000e+00
   9.9999792e-01   1.0000000e+00   1.0000000e+00
   9.9999870e-01   1.0000000e+00   1.0000000e+00
   9.9999919e-01   1.0000000e+00   1.0000000e+00
   9.9999949e-01   1.0000000e+00   1.0000000e+00
   9.9999967e-01   1.0000000e+00   1.0000000e+00
   9.9999979e-01   1.0000000e+00   1.0000000e+00
   9.9999987e-01   1.0000000e+00   1.0000000e+00
   9.9999991e-01   1.0000000e+00   1.0000000e+00
   9.9999994e-01   1.0000000e+00   1.0000000e+00
   9.9999996e-01   1.0000000e+00   9.9999999e-01
   9.9999998e-01   1.0000000e+00   9.9999999e-01
   9.9999998e-01   1.0000000e+00   9.9999998e-01
   9.9999999e-01   1.0000000e+00   9.9999995e-01
   9.9999999e-01   1.0000000e+00   9.9999991e-01
   1.0000000e+00   1.0000000e+00   9.9999983e-01
   1.0000000e+00   1.0000000e+00   9.9999967e-01
   1.0000000e+00   1.0000000e+00   9.9999939e-01
   1.0000000e+00   1.0000000e+00   9.9999888e-01
   1.0000000e+00   1.0000000e+00   9.9999795e-01
   1.0000000e+00   1.0000000e+00   9.9999629e-01
   1.0000000e+00   1.0000000e+00   9.9999333e-01
   1.0000000e+00   1.0000000e+00   9.9998813e-01
   1.0000000e+00   1.0000000e+00   9.9997905e-01
   1.0000000e+00   1.0000000e+00   9.9996330e-01
   1.0000000e+00   1.0000000e+00   9.9993621e-01
   1.0000000e+00   1.0000000e+00   9.9988994e-01
